Date,Open,High,Low,Close,Volume,Adj Close
2015-12-07,2090.419922,2090.419922,2008.800049,2012.369995,4123770000,2012.369995
2015-11-30,2090.949951,2104.27002,2042.349976,2091.689941,4085838000,2091.689941
2015-11-23,2089.409912,2095.610107,2070.290039,2090.110107,2948172500,2090.110107
2015-11-16,2022.079956,2097.060059,2019.390015,2089.169922,3930538000,2089.169922
2015-11-09,2096.560059,2096.560059,2022.02002,2023.040039,3938264000,2023.040039
2015-11-02,2080.76001,2116.47998,2080.76001,2099.199951,4106372000,2099.199951
2015-10-26,2075.080078,2094.320068,2058.840088,2079.360107,4113186000,2079.360107
2015-10-19,2031.72998,2079.73999,2017.219971,2075.149902,3757184000,2075.149902
2015-10-12,2015.650024,2033.540039,1990.72998,2033.109985,3456296000,2033.109985
2015-10-05,1954.329956,2020.130005,1954.329956,2014.890015,4169880000,2014.890015
2015-09-28,1929.180054,1951.359985,1871.910034,1951.359985,4269258000,1951.359985
2015-09-21,1960.839966,1979.640015,1908.920044,1931.339966,3616308000,1931.339966
2015-09-14,1963.060059,2020.859985,1948.27002,1958.030029,4015154000,1958.030029
2015-09-08,1927.300049,1988.630005,1927.300049,1961.050049,3511420000,1961.050049
2015-08-31,1986.72998,1986.72998,1903.069946,1921.219971,3743472000,1921.219971
2015-08-24,1965.150024,1993.47998,1867.01001,1988.869995,5217994000,1988.869995
2015-08-17,2089.699951,2103.469971,1970.890015,1970.890015,3654262000,1970.890015
2015-08-10,2080.97998,2105.350098,2052.090088,2091.540039,3501872000,2091.540039
2015-08-03,2104.48999,2112.659912,2067.909912,2077.570068,3768210000,2077.570068
2015-07-27,2078.189941,2114.23999,2063.52002,2103.840088,3850828000,2103.840088
2015-07-20,2126.850098,2132.820068,2077.090088,2079.649902,3585296000,2079.649902
2015-07-13,2080.030029,2128.909912,2080.030029,2126.639893,3190098000,2126.639893
2015-07-06,2073.949951,2083.73999,2044.02002,2076.620117,3613136000,2076.620117
2015-06-29,2098.629883,2098.629883,2056.320068,2076.780029,3620325000,2076.780029
2015-06-22,2112.50,2129.870117,2095.379883,2101.48999,3492754000,2101.48999
2015-06-15,2091.340088,2126.649902,2072.48999,2109.98999,3434776000,2109.98999
2015-06-08,2092.340088,2115.02002,2072.139893,2094.110107,3042810000,2094.110107
2015-06-01,2108.639893,2121.919922,2085.669922,2092.830078,3120956000,2092.830078
2015-05-26,2125.340088,2126.219971,2099.179932,2107.389893,3344457500,2107.389893
2015-05-18,2121.300049,2134.719971,2120.01001,2126.060059,2970484000,2126.060059
2015-05-11,2115.560059,2123.889893,2085.570068,2122.72998,3164854000,2122.72998
2015-05-04,2110.22998,2120.949951,2067.929932,2116.100098,3550764000,2116.100098
2015-04-27,2119.290039,2125.919922,2077.590088,2108.290039,3789812000,2108.290039
2015-04-20,2084.110107,2120.919922,2084.110107,2117.689941,3320900000,2117.689941
2015-04-13,2102.030029,2111.909912,2072.370117,2081.179932,3457034000,2081.179932
2015-04-06,2064.870117,2102.610107,2056.52002,2102.060059,2668474000,2102.060059
2015-03-30,2064.110107,2088.969971,2048.379883,2066.959961,3233367500,2066.959961
2015-03-23,2107.98999,2114.860107,2045.50,2061.02002,3299628000,2061.02002
2015-03-16,2055.350098,2113.919922,2055.350098,2108.100098,3900998000,2108.100098
2015-03-09,2072.25,2083.48999,2039.689941,2053.399902,3465796000,2053.399902
2015-03-02,2105.22998,2117.52002,2067.27002,2071.26001,3409900000,2071.26001
2015-02-23,2109.830078,2119.590088,2103.00,2104.50,3312386000,2104.50
2015-02-17,2096.469971,2110.610107,2085.439941,2110.300049,3315117500,2110.300049
2015-02-09,2053.469971,2097.030029,2041.880005,2096.98999,3626410000,2096.98999
2015-02-02,1996.670044,2072.399902,1980.900024,2055.469971,4164222000,2055.469971
2015-01-26,2050.419922,2057.620117,1989.180054,1994.98999,3905778000,1994.98999
2015-01-20,2020.76001,2064.620117,2004.48999,2051.820068,3856005000,2051.820068
2015-01-12,2046.130005,2056.929932,1988.119995,2019.420044,4055114000,2019.420044
2015-01-05,2054.439941,2064.429932,1992.439941,2044.810059,3872572000,2044.810059
2015-01-02,2058.899902,2072.360107,2046.040039,2058.199951,2708700000,2058.199951
